,K,D,D,D
5fdcfeacaffbb17464342433,1_Thekhan#3403,### Combo# 직업: 도적# 대전 방식: 정규# 불사조의 해## 2x (0) 그림자 밟기# 2x (0) 기습# 2x (0) 마음가짐# 2x (1) 경품 약탈자# 2x (1) 마법봉 도둑# 2x (1) 비밀 통로# 2x (1) 순간가속의 독# 2x (1) 파라오의 고양이# 2x (2) 모래칼춤꾼# 2x (2) 사기# 2x (2) 속여우# 2x (2) 절개# 2x (3) 잔.악.무.도. 악당# 2x (3) 퀘스트 중인 모험가# 1x (5) 잔다이스 바로브# 1x (6) 플릭 스카이쉬브# AAECAZvDAwLBrgPZ0QMOtAHtApcGiAeGCY+XA/uiA/WnA6rLA6TRA9/dA+fdA/PdA4HkAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### Winter Cup# 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (0) 내면의 분노# 2x (1) 명예의 방패# 1x (1) 순간가속의 독# 2x (1) 위험천만한 선장# 1x (1) 하늘 약탈자# 2x (2) 방어구 제작자# 2x (2) 전투 격노# 1x (2) 해적의 은닉품# 1x (3) 군주 바로브# 2x (3) 전쟁망치 도전자# 2x (3) 폭탄 사육사# 1x (3) 해적의 닻# 2x (3) 혈서약 용병# 2x (4) 검놀이꾼# 1x (4) 사신의 낫# 1x (4) 코르크론 정예병# 2x (5) 땡땡이치기# 2x (7) 끓어오르는 피 싸움꾼# 1x (8) 그롬마쉬 헬스크림# AAECAeP5Awgc0gLdrQPerQPAuQPjzAOT0AOB5AMLFpAD1ATcqQOktgOrtgO7uQOcuwOR0AP31AO13gMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### Winter Cup# 직업: 성기사# 대전 방식: 정규# 불사조의 해## 2x (0) 등교 첫날# 2x (1) 깃펜 장난꾼# 2x (1) 살아 움직이는 빗자루# 2x (1) 알도르 수행원# 1x (1) 지혜의 축복# 2x (2) 공중 강습# 2x (2) 아달의 수호자# 2x (2) 은빛십자군 허풍쟁이# 2x (2) 지혜의 성서# 1x (3) 군주 바로브# 2x (3) 살헤트의 사자# 2x (5) 알도르 진실탐구자# 2x (5) 정의의 성서# 1x (6) 독실한 제자# 1x (7) 실라스 다크문# 1x (7) 심판의 성서# 1x (7) 여군주 리아드린# 2x (9) 희망의 성서# AAECAZ3DAwbdCoTBA5PQA8DRA8jhA/3jAwyVpgOWtgPKuAP9uAPquQPruQPsuQPKwQOVzQOezQOfzQPg0QMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
5fdcfeacaffbb17464342433,1_flaair#11856,### Ramp Paladin# Class: Paladin# Format: Standard# Year of the Phoenix## 2x (1) Armor Vendor# 2x (2) Wandmaker# 2x (2) Redscale Dragontamer# 1x (2) Murgur Murgurgle# 2x (2) Crabrider# 1x (2) Acidic Swamp Ooze# 2x (3) Underlight Angling Rod# 2x (3) Murloc Warleader# 1x (4) Nozdormu the Timeless# 1x (4) High Abbess Alura# 2x (4) Fishy Flyer# 1x (5) Carousel Gryphon# 2x (7) Strongman# 2x (8) Tip the Scales# 2x (9) Carnival Clown# 1x (10) Y'Shaarj the Defiler# 2x (10) Scrapyard Colossus# 1x (10) N'Zoth God of the Deep# 1x (10) Darkmoon Rabbit#AAECAZ8FCIoHh60D/LgDw9EDm9gD/N4DjeEDveEDC6cIm6kD+7gD87sD/tEDh9QD/tsD+d4D5uEDkeQDkuQDAA==# To use this deck copy it to your clipboard and create a new deck in Hearthstone# Find this deck on https://hsreplay.net/decks/JdZ2rbpXWGiJZ6ZDSUhNQb/,### Whirlkick Rogue# Class: Rogue# Format: Standard# Year of the Phoenix## 2x (0) Shadowstep# 2x (0) Preparation# 2x (0) Backstab# 2x (1) Wand Thief# 2x (1) Secret Passage# 2x (1) Prize Plunderer# 2x (1) Pharaoh Cat# 2x (1) Brain Freeze# 2x (2) Whirlkick Master# 2x (2) Swindle# 2x (2) Foxy Fraud# 2x (2) Eviscerate# 2x (3) Questing Adventurer# 2x (3) EVIL Miscreant# 1x (4) Edwin VanCleef# 1x (5) Jandice Barov#AAECAaIHArIC2dEDDrQB7QKXBogHhgmPlwP7ogP1pwOqywPHzgOk0QPf3QPn3QPz3QMA# To use this deck copy it to your clipboard and create a new deck in Hearthstone# Find this deck on https://hsreplay.net/decks/aQWPYtbVQUbZM7bSq3cRKg/,### ETC Control Warrior# Class: Warrior# Format: Standard# Year of the Phoenix## 2x (1) Shield Slam# 2x (1) Risky Skipper# 1x (1) Pen Flinger# 2x (1) Animated Broomstick# 1x (2) Zephrys the Great# 1x (2) E.T.C. God of Metal# 1x (2) Corsair Cache# 2x (2) Battle Rage# 2x (2) Armorsmith# 2x (3) Shield Block# 1x (3) Lord Barov# 2x (3) EVIL Quartermaster# 1x (3) Bulwark of Azzinoth# 2x (3) Bloodsworn Mercenary# 1x (3) Bladestorm# 1x (3) Ancharrr# 2x (4) Sword Eater# 2x (5) Cutting Class# 1x (5) Brawl# 1x (9) Rattlegore#AAECAQcKS/yjA96tA7i5A8C5A/nCA5/NA5PQA6vUA87eAwqQA6IE1AT/B9ypA9mtA6S2A5XNA/fUA7XeAwA=# To use this deck copy it to your clipboard and create a new deck in Hearthstone# Find this deck on https://hsreplay.net/decks/0tCHPvwBZXSS375UZDVxO/
5fdcfeacaffbb17464342433,1_Pardub#21316,### Zoo Warlock# Class: Warlock# Format: Standard# Year of the Phoenix## 2x (0) Raise Dead # 2x (1) Animated Broomstick# 2x (1) Flame Imp# 2x (1) Soulfire# 2x (1) Spirit Jailer# 2x (1) Tour Guide# 2x (1) Voidwalker# 1x (1) Wicked Whispers# 1x (2) Cult Neophyte# 2x (2) Darkglare# 1x (2) Expired Merchant# 1x (2) Kanrethad Ebonlocke# 2x (2) Wriggling Horror# 1x (3) Man'ari Mosher# 1x (3) Revenant Rascal# 2x (4) Nightshade Matron# 2x (6) Hand of Gul'dan# 2x (8) Flesh Giant# AAECAf0GBv2kA9a5A4vVA5PeA5feA9DhAwwwzgfCCLW5A7a5A8u5A5XNA5vNA9fOA8HRA8zSA8rjAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Aggro Rogue# Class: Rogue# Format: Standard# Year of the Phoenix## 2x (1) Nitroboost Poison# 2x (1) Secret Passage# 2x (1) Sinister Strike# 2x (1) Southsea Deckhand# 2x (1) Spymistress# 2x (1) Worgen Infiltrator# 2x (2) Cold Blood# 2x (2) Crabrider# 2x (2) Eviscerate# 2x (2) Foxy Fraud# 2x (2) Sneaky Delinquent# 2x (2) Swindle# 2x (3) Greyheart Sage# 2x (3) Hooked Scimitar# 2x (5) Cutting Class# AAECAaIHAA+MAsYF1AWIB+IH/6UDubgDz7kDqssDitQD99QD390D590DgeQDkeQDAA==# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### gibber# Class: Druid# Format: Standard# Year of the Phoenix## 2x (0) Innervate# 2x (0) Lightning Bloom# 2x (1) Adorable Infestation# 2x (1) Gibberling# 2x (1) Nature Studies# 2x (1) Treenforcements# 2x (2) Power of the Wild# 2x (2) Rising Winds# 2x (2) Solar Eclipse# 2x (3) BEEEES!!!# 2x (3) Fungal Fortunes# 2x (3) Savage Roar# 2x (4) Soul of the Forest# 2x (5) Arbor Up# 2x (5) Glowfly Swarm# AAECAZICAA/+Af0C9wPmBa+iA/+tA/m1A+W6A++6A/nMA5vOA7nSA/DUA4rgA4zkAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
5fdcfeacaffbb17464342433,1_Splendor#31820,### Ramp Paladin# 직업: 성기사# 대전 방식: 정규# 불사조의 해## 2x (1) 살아 움직이는 빗자루# 1x (1) 예지의 구슬# 2x (2) 꽃게 기수# 2x (2) 마법봉 제작자# 2x (2) 붉은비늘 용조련사# 1x (2) 아오욿 아옳으엃# 1x (3) 군주 바로브# 2x (3) 멀록 전투대장# 2x (3) 미명 낚싯대# 1x (4) 고위 수녀원장 알루라# 2x (4) 비린내 나는 비행사# 2x (4) 서커스 융합체# 1x (4) 시간의 지배자 노즈도르무# 2x (8) 전세 역전이다옳# 2x (9) 축제 광대# 2x (10) 고철장 거수# 1x (10) 다크문 토끼# 1x (10) 심연의 신 느조스# 1x (10) 파멸자 이샤라즈# AAECAZ3DAwiHrQP8uAOPzgOT0APD0QOb2AP83gO94QMLpwibqQP7uAPzuwOVzQP+0QOH1AP+2wP53gP03wOR5AMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### Turbo OTK new# 직업: 악마사냥꾼# 대전 방식: 정규# 불사조의 해## 2x (1) 마법 삼키기# 2x (1) 에테리얼 강화상인# 2x (1) 이중 도약# 2x (1) 일리다리 탐구# 2x (1) 지옥 철학# 2x (1) 지옥비명 작렬# 2x (2) 모아그 기술병# 1x (2) 산성 늪수액괴물# 2x (2) 영혼 시야# 2x (2) 제물의 오라# 2x (2) 혼돈의 일격# 1x (3) 곡예# 2x (3) 안광# 2x (3) 알드라치 전투검# 1x (4) 일기노스# 1x (4) 지옥 마력의 일리다리# 2x (6) 굴단의 해골# AAECAbn5AwSKB727A9DdA9neAw2HugPXuwPgvgPpvgPHxgPZxgPUyAPVyAPW0QPO0gPd0wPH3QPz4wMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 1# 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (1) 강화!# 1x (1) 검과 방패# 2x (1) 방패 밀쳐내기# 2x (2) 지뢰밭# 2x (2) 해적의 은닉품# 2x (3) 강압# 1x (3) 군주 바로브# 2x (3) 방패 올리기# 2x (3) 잔.악.무.도. 병참장교# 2x (3) 칼날폭풍# 2x (4) 렌치칼리버# 2x (4) 보물 도굴꾼# 2x (5) 난투# 2x (5) 땡땡이치기# 1x (5) 의사 크라스티노브# 1x (7) 무적의 갈라크론드# 1x (7) 폭탄광 붐# 1x (8) 광기의 위상 데스윙# AAECAZfDAwablAPfrQPFwAP2wgOT0AOq0gMMS/8DogT/B5qUA9mtA+iwA7i5A8C5A4rQA/fUA7beAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
5fdcfeacaffbb17464342433,1_나는오른쪽만믿지#3123,### 하이랜더 사냥꾼# 직업: 사냥꾼# 대전 방식: 정규# 불사조의 해## 1x (1) 견학 안내자# 1x (1) 깜찍한 침략# 1x (1) 노루토끼# 1x (1) 드워프 명사수# 1x (1) 수수께끼 당첨자# 1x (1) 수호병 강화상인# 1x (1) 악마의 벗# 1x (1) 용감한 수습생# 1x (1) 이글거리는 전투마법사# 1x (2) 꿈틀거리는 공포# 1x (2) 무리 전술# 1x (2) 뱀 덫# 1x (2) 빙결의 덫# 1x (2) 사로잡힌 지옥아귀# 1x (2) 생존가의 재간# 1x (2) 야수 우리 개방# 1x (2) 위대한 제피르스# 1x (2) 차원의 추적자# 1x (2) 해골이빨 싸움꾼# 1x (3) 개들을 풀어라# 1x (3) 다크문 동물원# 1x (3) 독수리뿔 장궁# 1x (3) 살상 명령# 1x (3) 야생의 벗# 1x (3) 열렬한 독서가# 1x (3) 은밀한 방문객# 1x (4) 린링의 소총# 1x (4) 용학살포# 1x (5) 현자 폴켈트# 1x (8) 공룡조련사 브란# AAECAbv5Ax6oArUDxwOHBNsJ/gz8owOmpQP5rgP7rwP8rwOHsAOiuQOkuQP/ugPXvgPevgPczAObzQOizgOC0APG0QO50gP21gPo4QPy4QPz4QOE4gOP4wPK4wMAAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 은신 도적# 직업: 도적# 대전 방식: 정규# 불사조의 해## 2x (0) 기습# 2x (1) 남쪽바다 갑판원# 2x (1) 늑대인간 침투요원# 1x (1) 맹독# 2x (1) 비밀 통로# 2x (1) 순간가속의 독# 2x (1) 첩보원# 2x (2) 약삭빠른 불량아# 2x (2) 절개# 1x (3) 곡도# 2x (3) 자동 연마 검# 2x (3) 회색심장 현자# 2x (4) 공포의 해적# 2x (4) 칼날무희# 2x (5) 땡땡이치기# 1x (5) 의사 크라스티노브# 1x (5) 잔다이스 바로브# AAECAYO6AgTLA/+lA9nRA6rSAw20AdQF7gaIB+IHubgDz7kDqssDi9ADitQD1dQD99QDgeQDAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 진화 주술사# 직업: 주술사# 대전 방식: 정규# 불사조의 해## 2x (0) 번개 개화# 2x (1) 빙글빙글# 2x (1) 살아 움직이는 빗자루# 2x (1) 진흙 핥짝이# 2x (2) 우리 결투 관리자# 2x (2) 풋내기 기술자# 1x (3) 교관 파이어하트# 2x (3) 사막 토끼# 2x (3) 사투장 관리인# 2x (4) 공포의 해적# 2x (4) 보물 도굴꾼# 2x (5) 수렁돌기 너클# 1x (5) 약삭빠른 코볼트# 2x (5) 탈선하는 열차# 2x (9) 모구 살점구체자# 2x (10) 바다 거인# AAECAdL6AwKIsQOczgMO0wGcAu4GxpkD1KUD2KkD6LAD3bgDlc0D8NQD3NsDpt4Dqd4Dqt4DAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
5fdcfeacaffbb17464342433,1_Villain#1999,###  # Class: Warrior# Format: Standard# Year of the Phoenix## 2x (0) Inner Rage# 2x (1) Beaming Sidekick# 1x (1) Nitroboost Poison# 2x (1) Risky Skipper# 2x (1) Shield of Honor# 2x (2) Armorsmith# 2x (2) Battle Rage# 1x (2) Corsair Cache# 1x (3) Ancharrr# 2x (3) Bloodsworn Mercenary# 2x (3) Bomb Wrangler# 1x (3) Lord Barov# 2x (3) Warmaul Challenger# 2x (4) Kor'kron Elite# 2x (4) Sword Eater# 2x (5) Cutting Class# 2x (7) Bloodboil Brute# AAECAQcE3q0DwLkDk9ADgeQDDRYckAPUBP2nA9ypA6S2A6u2A7u5A5y7A5HQA/fUA7XeAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,###  # Class: Demon Hunter# Format: Standard# Year of the Phoenix## 2x (1) Illidari Studies# 2x (1) Twin Slice# 2x (2) Chaos Strike# 2x (2) Felfire Deadeye# 2x (2) Immolation Aura# 2x (2) Manafeeder Panthara# 2x (2) Wandmaker# 2x (3) Aldrachi Warblades# 1x (3) Blade Dance# 2x (3) Felsteel Executioner# 2x (3) Relentless Pursuit# 1x (4) Altruis the Outcast# 2x (4) Felsaber# 1x (4) Il'gynoth# 1x (4) Kayn Sunfury# 2x (6) Bladed Lady# 2x (6) Skull of Gul'dan# AAECAea5AwTMugPaxgP8yAPQ3QMNh7oD17sD4LwD2cYD+84D/tED3dMDxd0DzN0D194D8+MD9OMDkOQDAA==# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,###  # Class: Priest# Format: Standard# Year of the Phoenix## 2x (0) Forbidden Words# 2x (1) Draconic Studies# 2x (1) Renew# 2x (1) Wave of Apathy# 2x (2) Insight# 2x (2) Penance# 2x (3) Breath of the Infinite# 2x (3) Dark Prophecy# 2x (3) Hysteria# 1x (3) Mindrender Illucia# 2x (3) Palm Reading# 2x (4) Holy Nova# 2x (5) Time Rip# 1x (7) Galakrond the Unspeakable# 1x (7) Soul Mirror# 2x (9) Plague of Death# 1x (10) C'Thun the Shattered# AAECAa0GBMi+A8jAA/vRA7/gAw3JBpibA5mpA5+pA/KsA82vA5q2A5O6A97MA8vNA+LeA/vfA/jjAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
5fdcfeacaffbb17464342433,1_Script#21728,### ASIA# Класс: Разбойник# Формат: Стандартный# Год Феникса## 2x (0) Удар в спину# 2x (1) Ворген-разведчик# 2x (1) Нитрояд# 2x (1) Смертоносный яд# 2x (1) Тайный ход# 2x (1) Шпионка# 2x (2) Потрошение# 2x (2) Хитрая нарушительница# 2x (3) Волхвица Серого Сердца# 2x (3) Вульпера-токсиколог# 2x (3) Самозатачивающийся меч# 2x (4) Жуткий корсар# 2x (4) Танцующая с клинками# 1x (5) Джандис Барова# 1x (5) Доктор Крастинов# 2x (5) Уроки боя# AAECAaIHAtnRA6rSAw60AcsD7gaIB+IHubgDz7kDqssDiNADi9ADitQD1dQD99QDgeQDAA==# # Чтобы использовать эту колоду скопируйте ее в буфер обмена и создайте новую колоду в Hearthstone.,### ASIA# Класс: Охотник на демонов# Формат: Стандартный# Год Феникса## 2x (1) Двойной удар# 2x (1) Иллидариведение# 2x (1) Метатель перьев# 2x (2) Изготовительница жезлов# 2x (2) Пантара-маноед# 2x (2) Снайпер огня Скверны# 2x (2) Удар Хаоса# 2x (3) Альдрахийские клинки# 2x (3) Непреклонное преследование# 2x (3) Стальной палач# 1x (3) Танец клинков# 1x (4) Алтруис Изгой# 1x (4) Ил'гинот# 1x (4) Кайн Ярость Солнца# 2x (4) Саблезуб Скверны# 2x (6) Дама с клинками# 2x (6) Череп Гул'дана# AAECAea5AwTMugPaxgP8yAPQ3QMNh7oD17sD4LwD2cYDn80D+84D/tEDxd0DzN0D194D8+MD9OMDkOQDAA==# # Чтобы использовать эту колоду скопируйте ее в буфер обмена и создайте новую колоду в Hearthstone.,### ASIA# Класс: Воин# Формат: Стандартный# Год Феникса## 2x (0) Внутренняя ярость# 2x (1) Воздушный налетчик# 2x (1) Рисковый шкипер# 2x (1) Щит доблести# 2x (2) Боевая ярость# 1x (2) Корсарский тайник# 2x (2) Мастер брони# 1x (3) Боевой якорррь# 2x (3) Кровавая наемница# 1x (3) Лорд Баров# 2x (3) Погонщица взрыв-ботов# 2x (3) Претендентка Боевого Молота# 1x (4) Кор'кронский воин# 1x (4) Коса жнеца# 2x (4) Мечеед# 2x (5) Уроки боя# 2x (7) Громила Гуртогга# 1x (8) Громмаш Адский Крик# AAECAQcGHNIC3q0DwLkD48wDk9ADDBaQA9QE3KkD3a0DpLYDq7YDu7kDnLsDkdAD99QDtd4DAA==# # Чтобы использовать эту колоду скопируйте ее в буфер обмена и создайте новую колоду в Hearthstone.
5fdcfeacaffbb17464342433,1_Decky#3851,### 나만의 사제 덱 # 직업: 사제# 대전 방식: 정규# 불사조의 해## 2x (0) 금단의 권능# 2x (1) 냉담한 반응# 2x (1) 소생# 2x (1) 용족 탐구# 2x (2) 생각 훔치기# 2x (2) 통찰# 2x (2) 회개# 2x (3) 광분# 2x (3) 무한의 숨결# 2x (3) 손금 보기# 1x (3) 정신파괴자 일루시아# 1x (4) 대마법사 바르고스# 2x (4) 신성한 폭발# 1x (5) 시간의 균열# 1x (7) 영혼 거울# 1x (7) 형언할 수 없는 갈라크론드# 2x (9) 죽음의 역병# 1x (10) 산산조각 난 크툰# AAECAa0GBtaZA82vA8i+A8jAA/vRA7/gAwweyQaYmwOZqQOfqQPyrAOTugPezAPLzQPi3gP73wP44wMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 나만의 전사 덱 # 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (1) 강화!# 1x (1) 검과 방패# 2x (1) 방패 밀쳐내기# 2x (2) 지뢰밭# 2x (2) 해적의 은닉품# 1x (3) 강압# 1x (3) 군주 바로브# 1x (3) 무쇠부리 올빼미# 2x (3) 방패 올리기# 2x (3) 잔.악.무.도. 병참장교# 2x (3) 칼날폭풍# 2x (4) 렌치칼리버# 2x (4) 보물 도굴꾼# 2x (5) 난투# 2x (5) 땡땡이치기# 1x (5) 의사 크라스티노브# 1x (7) 무적의 갈라크론드# 1x (7) 폭탄광 붐# 1x (8) 광기의 위상 데스윙# AAECAaPLAwiiApuUA9+tA8XAA/bCA4rQA5PQA6rSAwtL/wOiBP8HmpQD2a0D6LADuLkDwLkD99QDtt4DAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 나만의 도적 덱 # 직업: 도적# 대전 방식: 정규# 불사조의 해## 2x (0) 그림자 밟기# 2x (0) 기습# 1x (0) 마음가짐# 1x (1) 경품 약탈자# 2x (1) 마법봉 도둑# 2x (1) 비밀 통로# 2x (1) 비열한 곤봉잡이# 2x (1) 파라오의 고양이# 1x (2) 그림자보석공 하나르# 2x (2) 비열한 수법# 2x (2) 사기# 2x (2) 속여우# 1x (2) 장난# 2x (2) 표절# 2x (3) 잔.악.무.도. 악당# 1x (3) 퀘스트 중인 모험가# 1x (5) 열쇠지기 아이보리# 1x (5) 잔다이스 바로브# 1x (6) 플릭 스카이쉬브# AAECAaIHCJcGhgnBrgP7xAPZ0QPz3QOD5AOE5AMLtAHtAo+XA/WnA865A9C5A6rLA6TRA+XTA9/dA+fdAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
5fdcfeacaffbb17464342433,1_MIRAI#4795,### 自訂盜賊# 職業：盜賊# 規則：標準# 鳳凰年## 2x (0) 暗影閃現# 1x (0) 準備# 2x (0) 背刺# 2x (1) 持棍擊昏者# 2x (1) 法老貓# 1x (1) 獎品盜掠者# 2x (1) 秘密通道# 2x (1) 魔杖小偷# 1x (2) 伏擊# 2x (2) 卑鄙手段# 1x (2) 抄襲# 1x (2) 暗影珠寶商哈拿# 2x (2) 江狐騙子# 2x (2) 詐騙# 2x (3) 解任務的冒險者# 2x (3) 邪惡陣線無賴# 1x (4) 艾德溫‧范克里夫# 1x (5) 詹迪斯‧巴羅夫# 1x (5) 鑰匙看守者艾弗利# AAECAd75AwiyAoYJzLkD+8QD2dED5dMD890DhOQDC7QB7QKXBo+XA/WnA865A9C5A6rLA6TRA9/dA+fdAwA=# # 想要使用這副套牌的話，先複製它，然後在爐石戰記中建立一副新的套牌,### 自訂戰士# 職業：戰士# 規則：標準# 鳳凰年## 2x (0) 心靈之怒# 2x (1) 危險艦長# 1x (1) 榮耀之盾# 2x (1) 活動掃帚# 2x (1) 飛天劫掠者# 1x (2) 『重金屬之神』牛頭大佬# 2x (2) 戰鬥狂怒# 2x (2) 護甲鍛造師# 1x (3) 巴羅夫領主# 2x (3) 戰槌挑戰者# 1x (3) 破天錨# 2x (3) 血誓傭兵# 2x (3) 邪惡陣線軍需官# 1x (4) 柯爾克隆精英# 2x (4) 食刀者# 2x (5) 劈砍課程# 2x (7) 血沸蠻卒# 1x (9) 血骨傀儡# AAECAePjAwYc3q0DkdADk9ADq9QDzt4DDBaQA9QE3KkD2a0D3a0DpLYDu7kDnLsDlc0D99QDtd4DAA==# # 想要使用這副套牌的話，先複製它，然後在爐石戰記中建立一副新的套牌,### 自訂聖騎士# 職業：聖騎士# 規則：標準# 鳳凰年## 2x (0) 開學第一天# 2x (1) 奧多爾護從# 2x (1) 愛玩筆的學生# 2x (1) 智慧祝福# 2x (1) 活動掃帚# 2x (2) 智慧聖契# 2x (2) 螃蟹騎士# 2x (2) 銀白誇耀者# 2x (2) 阿達歐之手# 1x (3) 巴羅夫領主# 2x (3) 薩赫特的獅子# 2x (5) 奧多爾真理追尋者# 2x (5) 正義聖契# 1x (6) 虔誠的門生# 1x (7) 希拉斯‧暗月# 1x (7) 莉雅德倫女士# 2x (9) 希望聖契# AAECAYsWBITBA5PQA8DRA8jhAw3dCpWmA8q4A/24A+q5A+u5A+y5A8rBA5XNA57NA5/NA+DRA5HkAwA=# # 想要使用這副套牌的話，先複製它，然後在爐石戰記中建立一副新的套牌
5fdcfeacaffbb17464342433,1_YeonSu#31509,###   # 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (1) 방패 밀쳐내기# 1x (1) 영혼이 결속된 잿빛혓바닥# 2x (1) 위험천만한 선장# 2x (2) 방어구 제작자# 2x (2) 산성 늪수액괴물# 2x (2) 전투 격노# 1x (2) 지뢰밭# 1x (3) 군주 바로브# 2x (3) 방패 올리기# 1x (3) 아지노스의 보루 방패# 2x (3) 잔.악.무.도. 병참장교# 1x (3) 해적의 닻# 2x (3) 혈서약 용병# 2x (4) 검놀이꾼# 1x (4) 카르가스 블레이드피스트# 2x (5) 난투# 2x (5) 땡땡이치기# 1x (7) 실라스 다크문# 1x (9) 들창엄니# AAECAePjAwjerQO+uQPjvgP5wgOT0AOr1AO23gPI4QMLS5ADogTUBIoH/wfcqQPZrQOktgP31AO13gMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,###  # 직업: 악마사냥꾼# 대전 방식: 정규# 불사조의 해## 2x (1) 쌍날 베기# 2x (1) 에테리얼 강화상인# 2x (1) 일리다리 탐구# 1x (1) 지옥 철학# 2x (1) 지옥비명 작렬# 2x (2) 모아그 기술병# 2x (2) 산성 늪수액괴물# 1x (2) 영혼 시야# 2x (2) 제물의 오라# 1x (2) 혈법사 탈노스# 2x (2) 혼돈의 일격# 1x (3) 곡예# 2x (3) 안광# 2x (3) 알드라치 전투검# 1x (3) 칼춤# 1x (4) 일기노스# 1x (4) 지옥 마력의 일리다리# 1x (5) 현자 폴켈트# 2x (6) 굴단의 해골# AAECAea5AwjtBb27A9XIA/zIA87SA/bWA9DdA9neAwuKB4e6A9e7A+C8A+C+A+m+A8fGA9nGA93TA8fdA/PjAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,###   # 직업: 사제# 대전 방식: 정규# 불사조의 해## 2x (0) 시체 되살리기 # 2x (1) 비늘의 성직자# 2x (1) 소생# 2x (1) 용족 탐구# 2x (2) 광기의 화염술사# 2x (2) 마법봉 제작자# 1x (2) 산성 늪수액괴물# 2x (2) 세데크 장막직공# 1x (2) 신의 권능: 만찬# 1x (2) 어둠의 권능: 죽음# 2x (3) 광분# 2x (3) 손금 보기# 2x (3) 절정# 1x (3) 정신파괴자 일루시아# 2x (4) 황혼의 비룡# 2x (5) 푸른비늘혈족 주문술사# 1x (7) 영혼 거울# 1x (8) 무한의 무르도즈노# AAECAZ/HAgaKB9MKjrEDyL4DtNED+9EDDPYHjQiBsQOYtgOTugObugOvugPezAPXzgP+0QPi3gP44wMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
